dr_no,date_rptd,date_occ,time_occ,hour,day_of_week,month,year,is_weekend,area_name,crm_cd_desc,vict_age,vict_sex,weapon_desc,status_desc,lat,lon
201808300,2020-03-16,2020-03-16,1120,11,Monday,3,2020,0,Southeast,BATTERY - SIMPLE ASSAULT,37,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.9483,-118.2329
241706125,2023-02-20,2023-02-20,1900,19,Monday,2,2023,0,Devonshire,BURGLARY,64,M,,Invest Cont,34.2591,-118.564
230910285,2023-06-07,2023-05-04,1750,17,Thursday,5,2023,0,Van Nuys,BURGLARY FROM VEHICLE,55,F,,Invest Cont,34.1504,-118.427
240704066,2024-01-02,2023-12-05,530,5,Tuesday,12,2023,0,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),53,F,,Invest Cont,34.0853,-118.3553
200105318,2020-01-20,2020-01-20,1,0,Monday,1,2020,0,Central,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0607,-118.2494
200409268,2020-05-26,2020-05-26,1700,17,Tuesday,5,2020,0,Hollenbeck,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Invest Cont,34.0286,-118.2028
210406849,2021-03-19,2021-03-19,1815,18,Friday,3,2021,0,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,OTHER KNIFE,Adult Arrest,34.0317,-118.2097
221307262,2022-03-02,2022-03-02,1200,12,Wednesday,3,2022,0,Newton,BURGLARY,37,F,,Invest Cont,33.995,-118.2629
232004548,2023-01-15,2023-01-15,1800,18,Sunday,1,2023,1,Olympic,BATTERY - SIMPLE ASSAULT,29,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0763,-118.2931
221614518,2022-11-23,2022-11-23,1330,13,Wednesday,11,2022,0,Foothill,COUNTERFEIT,0,F,,Invest Cont,34.2429,-118.3887
231404746,2023-01-20,2023-01-20,400,4,Friday,1,2023,0,Pacific,VANDALISM - MISDEAMEANOR ($399 OR UNDER),52,M,,Invest Cont,34.004,-118.4621
211804155,2021-01-03,2021-01-03,1900,19,Sunday,1,2021,1,Southeast,VIOLATION OF RESTRAINING ORDER,34,F,,Invest Cont,33.9474,-118.2453
211211090,2021-04-27,2021-04-27,1100,11,Tuesday,4,2021,0,77th Street,VEHICLE - STOLEN,0,,,Invest Cont,33.9883,-118.2915
230205411,2023-01-17,2023-01-16,950,9,Monday,1,2023,0,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,F,,Invest Cont,34.0517,-118.2663
212007483,2021-03-31,2021-03-31,330,3,Wednesday,3,2021,0,Olympic,OTHER MISCELLANEOUS CRIME,0,X,,Adult Arrest,34.0438,-118.3004
202112827,2020-08-18,2020-06-16,1200,12,Tuesday,6,2020,0,Topanga,BURGLARY,49,M,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,34.2162,-118.5799
231216044,2023-07-19,2023-07-19,2120,21,Wednesday,7,2023,0,77th Street,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",45,M,UNKNOWN FIREARM,Invest Cont,33.9747,-118.263
240119833,2024-10-11,2024-10-09,1220,12,Wednesday,10,2024,0,Central,VEHICLE - STOLEN,0,,,Invest Cont,34.0459,-118.2579
220716884,2022-11-23,2022-11-23,845,8,Wednesday,11,2022,0,Wilshire,BATTERY - SIMPLE ASSAULT,49,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.055,-118.3358
211508004,2021-04-10,2021-04-08,2000,20,Thursday,4,2021,0,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),46,M,,Invest Cont,34.1511,-118.3615
241504373,2024-01-07,2024-01-05,1800,18,Friday,1,2024,0,N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,34.17,-118.3763
230116909,2023-07-28,2023-07-28,1025,10,Friday,7,2023,0,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,34.0433,-118.2381
240116595,2024-08-12,2024-08-04,800,8,Sunday,8,2024,1,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,M,,Invest Cont,34.0404,-118.2504
221612345,2022-09-13,2022-09-10,530,5,Saturday,9,2022,1,Foothill,THEFT OF IDENTITY,73,F,,Invest Cont,34.256,-118.2942
221217936,2022-08-19,2022-08-18,1830,18,Thursday,8,2022,0,77th Street,VEHICLE - STOLEN,0,,,Invest Cont,33.9636,-118.2894
231414133,2023-07-16,2023-07-16,1445,14,Sunday,7,2023,1,Pacific,"THEFT, PERSON",21,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.9858,-118.4728
200605826,2020-02-08,2020-02-02,1000,10,Sunday,2,2020,1,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),29,M,,Invest Cont,34.1016,-118.3489
230909002,2023-05-05,2023-05-04,530,5,Thursday,5,2023,0,Van Nuys,OTHER ASSAULT,46,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.2012,-118.4725
231223279,2023-11-17,2023-11-17,700,7,Friday,11,2023,0,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,F,OTHER KNIFE,Invest Cont,33.9833,-118.2827
210513042,2021-08-24,2021-08-22,1220,12,Sunday,8,2021,1,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),39,M,,Invest Cont,33.7751,-118.2719
241413451,2024-09-23,2024-09-23,812,8,Monday,9,2024,0,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),22,F,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,33.9455,-118.4001
240311034,2024-06-03,2024-05-18,1000,10,Saturday,5,2024,1,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,,Invest Cont,34.0275,-118.2868
210407480,2021-04-09,2021-04-09,1215,12,Friday,4,2021,0,Hollenbeck,BATTERY - SIMPLE ASSAULT,47,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0775,-118.2218
230818339,2023-12-22,2023-12-22,1600,16,Friday,12,2023,0,West LA,THEFT PLAIN - PETTY ($950 & UNDER),57,F,,Invest Cont,34.0411,-118.4509
230126215,2023-12-12,2023-12-12,1440,14,Tuesday,12,2023,0,Central,TRESPASSING,0,X,,Invest Cont,34.0561,-118.2375
240910020,2024-06-27,2024-06-26,1900,19,Wednesday,6,2024,0,Van Nuys,BURGLARY FROM VEHICLE,32,F,,Invest Cont,34.2013,-118.4601
230617650,2023-11-09,2023-08-01,1,0,Tuesday,8,2023,0,Hollywood,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14,M,,Invest Cont,34.0888,-118.3124
201300662,2020-04-12,2020-04-12,2320,23,Sunday,4,2020,1,Newton,BRANDISH WEAPON,35,M,KITCHEN KNIFE,Adult Arrest,33.9971,-118.2565
230804889,2023-01-21,2023-01-21,1800,18,Saturday,1,2023,1,West LA,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,,Invest Cont,34.0611,-118.4184
202016613,2020-10-31,2020-10-31,2230,22,Saturday,10,2020,1,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,BOTTLE,Invest Cont,34.0577,-118.2998
200805645,2020-02-06,2020-02-04,245,2,Tuesday,2,2020,0,West LA,"BURGLARY, ATTEMPTED",0,X,,Invest Cont,34.0605,-118.4193
200405707,2020-02-14,2020-02-14,55,0,Friday,2,2020,0,Hollenbeck,BURGLARY FROM VEHICLE,52,F,,Adult Arrest,34.0811,-118.1756
201511118,2020-06-10,2020-06-09,330,3,Tuesday,6,2020,0,N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),37,M,,Invest Cont,34.1681,-118.379
221216078,2022-07-09,2022-07-07,1115,11,Thursday,7,2022,0,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,M,,Invest Cont,33.992,-118.2827
231117173,2023-12-23,2023-12-01,1500,15,Friday,12,2023,0,Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,34.1111,-118.2853
231604074,2023-01-03,2023-01-02,1,0,Monday,1,2023,0,Foothill,OTHER MISCELLANEOUS CRIME,46,M,,Invest Cont,34.2749,-118.4246
201510210,2020-05-18,2020-05-18,730,7,Monday,5,2020,0,N Hollywood,VEHICLE - ATTEMPT STOLEN,24,M,,Invest Cont,34.2012,-118.4211
211606091,2021-03-13,2021-03-11,1155,11,Thursday,3,2021,0,Foothill,THEFT OF IDENTITY,56,F,,Invest Cont,34.2609,-118.4002
221014132,2022-09-17,2022-09-17,755,7,Saturday,9,2022,1,West Valley,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0,M,,Invest Cont,34.1726,-118.5494
221705756,2022-02-21,2022-02-20,1630,16,Sunday,2,2022,1,Devonshire,VEHICLE - STOLEN,0,,,Invest Cont,34.2282,-118.5492
211304248,2021-01-05,2020-12-19,1900,19,Saturday,12,2020,1,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,M,,Invest Cont,33.9756,-118.2756
240208808,2024-04-13,2024-04-13,310,3,Saturday,4,2024,1,Rampart,BURGLARY FROM VEHICLE,22,F,,Invest Cont,34.064,-118.2478
230506211,2023-03-01,2023-03-01,500,5,Wednesday,3,2023,0,Harbor,THEFT OF IDENTITY,42,F,,Invest Cont,33.7777,-118.2767
210505224,2021-01-30,2021-01-29,2040,20,Friday,1,2021,0,Harbor,"BUNCO, GRAND THEFT",0,M,,Invest Cont,33.78,-118.2631
230214410,2023-07-24,2023-07-24,100,1,Monday,7,2023,0,Rampart,VEHICLE - STOLEN,0,,,Invest Cont,34.0632,-118.2514
230908035,2023-04-11,2023-04-11,1200,12,Tuesday,4,2023,0,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,STICK,Adult Other,34.1422,-118.4538
240610914,2024-08-02,2024-08-01,1830,18,Thursday,8,2024,0,Hollywood,VEHICLE - STOLEN,0,,,Invest Cont,34.0981,-118.3056
211222595,2021-11-01,2021-11-01,1330,13,Monday,11,2021,0,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,33.9746,-118.328
201106969,2020-03-06,2020-03-06,1400,14,Friday,3,2020,0,Northeast,VEHICLE - STOLEN,0,,,Invest Cont,34.0827,-118.2565
241005647,2024-02-15,2024-02-04,1915,19,Sunday,2,2024,1,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F,,Invest Cont,34.1767,-118.5205
200210574,2020-05-24,2020-05-24,830,8,Sunday,5,2020,1,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Adult Other,34.0772,-118.2818
201509623,2020-05-05,2020-05-05,1430,14,Tuesday,5,2020,0,N Hollywood,BRANDISH WEAPON,30,F,HAND GUN,Adult Arrest,34.1649,-118.3665
240710105,2024-07-13,2024-07-13,1339,13,Saturday,7,2024,1,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Invest Cont,34.0838,-118.3595
230711642,2023-07-05,2023-07-01,1800,18,Saturday,7,2023,1,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,34.038,-118.3213
220305480,2022-02-03,2022-02-02,1750,17,Wednesday,2,2022,0,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,F,,Invest Cont,34.0278,-118.2915
240405800,2024-02-24,2024-02-24,2035,20,Saturday,2,2024,1,Hollenbeck,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,X,VERBAL THREAT,Adult Arrest,34.0645,-118.2012
211614497,2021-12-20,2021-12-18,1900,19,Saturday,12,2021,1,Foothill,BURGLARY,55,F,,Invest Cont,34.256,-118.2979
211305413,2021-02-03,2021-02-03,430,4,Wednesday,2,2021,0,Newton,BURGLARY,0,M,,Adult Other,34.0136,-118.2758
221606245,2022-03-11,2022-03-10,1600,16,Thursday,3,2022,0,Foothill,VANDALISM - MISDEAMEANOR ($399 OR UNDER),67,M,,Invest Cont,34.2634,-118.3074
230110519,2023-04-12,2022-10-01,1200,12,Saturday,10,2022,1,Central,THEFT OF IDENTITY,44,F,,Invest Cont,34.042,-118.2625
241905145,2024-01-30,2024-01-28,450,4,Sunday,1,2024,1,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,M,,Invest Cont,34.2586,-118.4673
230817751,2023-12-05,2023-12-03,700,7,Sunday,12,2023,1,West LA,THEFT OF IDENTITY,29,F,,Invest Cont,34.0313,-118.3934
201220383,2020-09-10,2020-09-10,855,8,Thursday,9,2020,0,77th Street,ROBBERY,0,X,MACHETE,Invest Cont,33.971,-118.2981
211904086,2021-01-03,2021-01-03,1520,15,Sunday,1,2021,1,Mission,"THEFT, PERSON",60,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.3088,-118.4353
200814881,2020-10-04,2020-09-11,850,8,Friday,9,2020,0,West LA,BURGLARY FROM VEHICLE,51,M,,Invest Cont,34.0597,-118.3836
240912133,2024-10-08,2024-10-06,1900,19,Sunday,10,2024,1,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,34.1993,-118.4724
222013972,2022-08-19,2022-08-18,1515,15,Thursday,8,2022,0,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,UNKNOWN WEAPON/OTHER WEAPON,Juv Other,34.0753,-118.2984
231913160,2023-08-23,2023-08-22,1400,14,Tuesday,8,2023,0,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,51,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.251,-118.4428
201219896,2020-09-02,2020-08-30,2030,20,Sunday,8,2020,1,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",20,M,,Invest Cont,33.9566,-118.3007
211100797,2021-06-21,2021-06-21,30,0,Monday,6,2021,0,Northeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,UNKNOWN FIREARM,Invest Cont,34.1202,-118.2
200618614,2020-11-29,2020-11-29,1200,12,Sunday,11,2020,1,Hollywood,ROBBERY,22,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0961,-118.3303
200504613,2020-01-14,2020-01-13,2100,21,Monday,1,2020,0,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,M,,Invest Cont,33.7837,-118.2498
240710571,2024-08-08,2024-08-07,200,2,Wednesday,8,2024,0,Wilshire,VEHICLE - STOLEN,0,,,Invest Cont,34.0762,-118.3555
220608322,2022-04-04,2022-04-04,330,3,Monday,4,2022,0,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,M,,Invest Cont,34.0944,-118.3483
200216979,2020-11-01,2020-11-01,600,6,Sunday,11,2020,1,Rampart,"BURGLARY, ATTEMPTED",44,M,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,34.074,-118.2638
240613622,2024-11-27,2024-11-22,2100,21,Friday,11,2024,0,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",53,F,,Invest Cont,34.1036,-118.3049
201711660,2020-07-29,2020-07-29,1645,16,Wednesday,7,2020,0,Devonshire,BRANDISH WEAPON,57,M,TOY GUN,Invest Cont,34.2335,-118.5535
230604234,2023-01-06,2023-01-02,715,7,Monday,1,2023,0,Hollywood,BATTERY - SIMPLE ASSAULT,28,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.1039,-118.3297
240214912,2024-09-19,2024-09-12,1100,11,Thursday,9,2024,0,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),27,M,,Invest Cont,34.0605,-118.2814
211407685,2021-03-02,2021-03-02,1205,12,Tuesday,3,2021,0,Pacific,THEFT OF IDENTITY,72,F,,Invest Cont,33.9964,-118.4073
230109972,2023-04-05,2023-04-03,330,3,Monday,4,2023,0,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,,Invest Cont,34.0474,-118.2496
221712022,2022-08-05,2022-08-05,1030,10,Friday,8,2022,0,Devonshire,BURGLARY,76,M,,Invest Cont,34.2572,-118.6083
211418001,2021-09-09,2021-09-02,2000,20,Thursday,9,2021,0,Pacific,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42,M,,Invest Cont,33.9588,-118.4327
210706499,2021-03-04,2021-02-19,1210,12,Friday,2,2021,0,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),78,M,,Invest Cont,34.0736,-118.3372
211821139,2021-12-05,2021-12-05,1330,13,Sunday,12,2021,1,Southeast,BATTERY - SIMPLE ASSAULT,21,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.9292,-118.2622
231321941,2023-12-04,2023-12-01,1,0,Friday,12,2023,0,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",63,M,,Invest Cont,34.0286,-118.2545
240217815,2024-12-06,2024-12-05,2200,22,Thursday,12,2024,0,Rampart,VEHICLE - STOLEN,0,,,Invest Cont,34.0814,-118.2962
241009279,2024-06-07,2024-06-07,415,4,Friday,6,2024,0,West Valley,VEHICLE - STOLEN,0,,,Invest Cont,34.1747,-118.5245
220509597,2022-05-29,2022-05-08,1415,14,Sunday,5,2022,1,Harbor,DOCUMENT FORGERY / STOLEN FELONY,34,F,,Invest Cont,33.737,-118.3056
241512936,2024-08-19,2024-08-18,200,2,Sunday,8,2024,1,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),55,M,,Invest Cont,34.1532,-118.4031
200717588,2020-12-29,2020-12-27,1300,13,Sunday,12,2020,1,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59,M,,Invest Cont,34.0447,-118.3653
201007074,2020-03-10,2020-03-10,1930,19,Tuesday,3,2020,0,West Valley,BURGLARY,27,F,,Invest Cont,34.1975,-118.5186
211410283,2021-04-22,2021-04-22,2200,22,Thursday,4,2021,0,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,44,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.9839,-118.466
201220463,2020-09-11,2020-09-11,1700,17,Friday,9,2020,0,77th Street,VEHICLE - STOLEN,0,,,Invest Cont,33.9978,-118.2953
222006314,2022-02-22,2022-02-22,500,5,Tuesday,2,2022,0,Olympic,ROBBERY,0,X,SIMULATED GUN,Invest Cont,34.0636,-118.2919
222112489,2022-08-02,2022-08-02,1850,18,Tuesday,8,2022,0,Topanga,TRESPASSING,39,F,,Invest Cont,34.1563,-118.5978
221516174,2022-10-16,2022-10-16,2130,21,Sunday,10,2022,1,N Hollywood,BATTERY - SIMPLE ASSAULT,44,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.174,-118.379
211005641,2021-02-24,2021-02-13,2200,22,Saturday,2,2021,1,West Valley,BURGLARY FROM VEHICLE,24,M,,Invest Cont,34.177,-118.5084
241006434,2024-04-03,2024-03-08,1300,13,Friday,3,2024,0,West Valley,VEHICLE - STOLEN,0,M,,Invest Cont,34.1866,-118.5011
210405853,2021-02-20,2020-12-03,1441,14,Thursday,12,2020,0,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),55,F,,Invest Cont,34.078,-118.2181
230313874,2023-07-20,2023-07-20,1815,18,Thursday,7,2023,0,Southwest,BATTERY - SIMPLE ASSAULT,49,F,SCALDING LIQUID,Invest Cont,34.0242,-118.2786
230906061,2023-02-23,2023-01-18,1932,19,Wednesday,1,2023,0,Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,M,,Invest Cont,34.2131,-118.4584
231516446,2023-10-23,2023-10-07,1550,15,Saturday,10,2023,1,N Hollywood,BURGLARY,76,F,,Invest Cont,34.1522,-118.3801
221512968,2022-08-01,2022-07-26,930,9,Tuesday,7,2022,0,N Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39,M,,Adult Other,34.143,-118.3727
241913830,2024-12-20,2024-12-19,1600,16,Thursday,12,2024,0,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,M,,Invest Cont,34.2319,-118.4698
212115355,2021-10-18,2021-10-18,1000,10,Monday,10,2021,0,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.2001,-118.5786
201410250,2020-04-30,2020-02-14,1949,19,Friday,2,2020,0,Pacific,BIKE - STOLEN,45,M,,Invest Cont,33.9751,-118.3872
210614287,2021-08-14,2021-08-13,351,3,Friday,8,2021,0,Hollywood,BURGLARY FROM VEHICLE,40,M,,Invest Cont,34.1018,-118.3035
220514431,2022-10-02,2022-10-02,1045,10,Sunday,10,2022,1,Harbor,BATTERY - SIMPLE ASSAULT,52,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,33.7333,-118.2814
211415129,2021-07-16,2021-07-16,500,5,Friday,7,2021,0,Pacific,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",64,M,UNKNOWN TYPE CUTTING INSTRUMENT,Invest Cont,33.975,-118.4002
231013705,2023-09-13,2023-09-13,2030,20,Wednesday,9,2023,0,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,74,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.2157,-118.5089
240207261,2024-03-04,2024-03-04,1515,15,Monday,3,2024,0,Rampart,BURGLARY,28,F,,Invest Cont,34.0897,-118.2845
212004442,2021-01-11,2021-01-11,1800,18,Monday,1,2021,0,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0524,-118.2854
231407708,2023-02-05,2023-02-01,1100,11,Wednesday,2,2023,0,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,,Invest Cont,33.9939,-118.4524
211417948,2021-09-04,2021-09-04,1430,14,Saturday,9,2021,1,Pacific,BIKE - STOLEN,0,X,,Invest Cont,33.9961,-118.4777
201109514,2020-05-19,2020-05-16,1300,13,Saturday,5,2020,1,Northeast,"BUNCO, GRAND THEFT",79,F,,Invest Cont,34.1356,-118.1981
220717337,2022-12-04,2022-12-02,1600,16,Friday,12,2022,0,Wilshire,BURGLARY FROM VEHICLE,47,F,,Invest Cont,34.0542,-118.3445
211301138,2021-11-15,2021-11-15,1110,11,Monday,11,2021,0,Newton,BURGLARY,0,X,,Adult Arrest,34.0392,-118.2455
221320061,2022-10-29,2022-10-29,330,3,Saturday,10,2022,1,Newton,ROBBERY,18,F,HAND GUN,Invest Cont,34.0272,-118.2686
200118577,2020-09-26,2020-09-26,1000,10,Saturday,9,2020,1,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0455,-118.2432
200415719,2020-12-08,2020-12-07,630,6,Monday,12,2020,0,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,51,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0523,-118.2183
200207471,2020-03-08,2020-03-08,1600,16,Sunday,3,2020,1,Rampart,BURGLARY FROM VEHICLE,27,F,,Invest Cont,34.0609,-118.2586
201611134,2020-07-16,2020-06-03,1200,12,Wednesday,6,2020,0,Foothill,THEFT PLAIN - PETTY ($950 & UNDER),35,F,,Invest Cont,34.2265,-118.366
221613195,2022-10-09,2022-10-09,2230,22,Sunday,10,2022,1,Foothill,ROBBERY,58,M,OTHER FIREARM,Adult Arrest,34.2166,-118.3919
211608431,2021-06-05,2021-06-05,1220,12,Saturday,6,2021,1,Foothill,ROBBERY,90,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.2157,-118.3878
200320884,2020-11-16,2020-10-05,1750,17,Monday,10,2020,0,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),50,M,,Invest Cont,34.008,-118.3314
211404414,2021-01-09,2021-01-09,2110,21,Saturday,1,2021,1,Pacific,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Invest Cont,33.9991,-118.4631
201817798,2020-09-26,2020-09-25,2200,22,Friday,9,2020,0,Southeast,VEHICLE - STOLEN,0,,,Invest Cont,33.9467,-118.2871
201221385,2020-09-25,2020-09-25,1145,11,Friday,9,2020,0,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37,F,,Adult Other,33.97,-118.3068
240112350,2024-06-04,2022-12-31,1407,14,Saturday,12,2022,1,Central,THEFT OF IDENTITY,32,M,,Invest Cont,34.0519,-118.2531
231611340,2023-08-19,2023-08-16,1130,11,Wednesday,8,2023,0,Foothill,VEHICLE - STOLEN,0,,,Invest Cont,34.253,-118.2907
201715371,2020-11-12,2020-11-09,1920,19,Monday,11,2020,0,Devonshire,THEFT OF IDENTITY,30,M,,Invest Cont,34.2856,-118.5691
211011504,2021-08-21,2021-08-21,500,5,Saturday,8,2021,1,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),62,M,,Invest Cont,34.1938,-118.5534
220811268,2022-06-26,2022-06-26,1100,11,Sunday,6,2022,1,West LA,VIOLATION OF RESTRAINING ORDER,61,M,,Adult Other,34.1296,-118.4224
240607651,2024-03-21,2024-03-20,2200,22,Wednesday,3,2024,0,Hollywood,VEHICLE - STOLEN,0,,,Invest Cont,34.1162,-118.3215
231224218,2023-12-03,2023-12-03,1130,11,Sunday,12,2023,1,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,F,,Adult Other,33.9682,-118.3112
241709899,2024-05-27,2024-05-26,2145,21,Sunday,5,2024,1,Devonshire,VEHICLE - STOLEN,0,,,Invest Cont,34.2832,-118.501
231104623,2023-01-17,2023-01-14,1400,14,Saturday,1,2023,1,Northeast,VEHICLE - STOLEN,0,,,Invest Cont,34.1086,-118.2874
241807885,2024-03-22,2024-03-22,2340,23,Friday,3,2024,0,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,SEMI-AUTOMATIC PISTOL,Invest Cont,33.9256,-118.2782
241407862,2024-03-26,2024-03-26,815,8,Tuesday,3,2024,0,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),36,M,,Invest Cont,34.0221,-118.4068
211706826,2021-03-24,2021-03-24,1300,13,Wednesday,3,2021,0,Devonshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",61,F,,Adult Arrest,34.2291,-118.5634
